country,cause,year,total,,,,
Switzerland,Neoplasms,1996,242,,,,
Switzerland,Ischaemic heart diseases,1996,171.3,,,,
Switzerland,Peptic ulcer,1996,4.2,,,,
Switzerland,Diseases of the blood and blood-forming organs,1996,2.3,,,,
Switzerland,Diseases of the nervous system,1996,32.7,,,,
Switzerland,Diseases of the genitourinary system,1996,9.6,,,,
Switzerland,Accidental poisoning,1996,0.4,,,,
Switzerland,Malignant melanoma of skin,1996,4.1,,,,
Switzerland,Diseases of the respiratory system,1996,58.4,,,,
Switzerland,Accidental falls,1996,14.9,,,,
Switzerland,Influenza,1996,3.4,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",1996,4.3,,,,
Switzerland,Mental and behavioural disorders,1996,38,,,,
Switzerland,Malignant neoplasms of stomach,1996,10.4,,,,
Switzerland,Malignant neoplasms,1996,233.8,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",1996,39.7,,,,
Switzerland,HIV-AIDS,1996,5.7,,,,
Switzerland,Pneumonia,1996,17.6,,,,
Switzerland,Diabetes mellitus,1996,31,,,,
Switzerland,Malignant neoplasms of bladder,1996,7.1,,,,
Switzerland,Diseases of the circulatory system,1996,398.8,,,,
Switzerland,Diseases of the digestive system,1996,34.5,,,,
Switzerland,Alzheimer's disease,1996,12.3,,,,
Switzerland,Accidents,1996,31.4,,,,
Switzerland,Acute myocardial infarction,1996,58.4,,,,
Switzerland,External causes of mortality,1996,54,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",1996,25.9,,,,
Switzerland,Parkinson's disease,1996,9.6,,,,
Switzerland,Certain infectious and parasitic diseases,1996,12.8,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,1996,7.4,,,,
Switzerland,Tuberculosis,1996,1.1,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",1996,35.3,,,,
Switzerland,Transport Accidents,1996,9.2,,,,
Switzerland,Assault,1996,1.1,,,,
Switzerland,Certain conditions originating in the perinatal period,1996,2.5,,,,
Switzerland,Hodgkin’s disease,1996,0.5,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,1996,1,,,,
Switzerland,Intentional self-harm,1996,20.7,,,,
Switzerland,Total,1997,956.4,,,,
Switzerland,Malignant neoplasms of pancreas,1997,12.9,,,,
Switzerland,"Symptoms, signs, ill-defined causes",1997,30.4,,,,
Switzerland,Cerebrovascular diseases,1997,75.9,,,,
Switzerland,Asthma,1997,3.6,,,,
Switzerland,Dementia,1997,22,,,,
Switzerland,Chronic liver diseases and cirrhosis,1997,10.7,,,,
Switzerland,Malignant neoplasms of liver,1997,7.6,,,,
Switzerland,Leukemia,1997,6.8,,,,
Switzerland,Chronic obstructive pulmonary diseases,1997,26.9,,,,
Switzerland,Neoplasms,1997,238.8,,,,
Switzerland,Ischaemic heart diseases,1997,170.1,,,,
Switzerland,Peptic ulcer,1997,3.5,,,,
Switzerland,Diseases of the blood and blood-forming organs,1997,2.3,,,,
Switzerland,Diseases of the nervous system,1997,31.5,,,,
Switzerland,Diseases of the genitourinary system,1997,9.7,,,,
Switzerland,Accidental poisoning,1997,0.3,,,,
Switzerland,Malignant melanoma of skin,1997,3.8,,,,
Switzerland,Diseases of the respiratory system,1997,68.3,,,,
Switzerland,Accidental falls,1997,15.3,,,,
Switzerland,Influenza,1997,4.9,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",1997,4.2,,,,
Switzerland,Mental and behavioural disorders,1997,35.6,,,,
Switzerland,Malignant neoplasms of stomach,1997,10.4,,,,
Switzerland,Malignant neoplasms,1997,232,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",1997,39.6,,,,
Switzerland,HIV-AIDS,1997,3.4,,,,
Switzerland,Pneumonia,1997,24.1,,,,
Switzerland,Diabetes mellitus,1997,25.5,,,,
Switzerland,Malignant neoplasms of bladder,1997,6.7,,,,
Switzerland,Diseases of the circulatory system,1997,397.1,,,,
Switzerland,Diseases of the digestive system,1997,35.1,,,,
Switzerland,Alzheimer's disease,1997,11.8,,,,
Switzerland,Accidents,1997,30.9,,,,
Switzerland,Acute myocardial infarction,1997,55.6,,,,
Switzerland,External causes of mortality,1997,52.3,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",1997,25,,,,
Switzerland,Parkinson's disease,1997,8.7,,,,
Switzerland,Certain infectious and parasitic diseases,1997,12.1,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,1997,6.5,,,,
Switzerland,Tuberculosis,1997,0.9,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",1997,29,,,,
Switzerland,Transport Accidents,1997,9,,,,
Switzerland,Assault,1997,1.4,,,,
Switzerland,Certain conditions originating in the perinatal period,1997,2.4,,,,
Switzerland,Hodgkin’s disease,1997,0.4,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,1997,1.1,,,,
Switzerland,Intentional self-harm,1997,19.2,,,,
Switzerland,Total,1998,938.2,,,,
Switzerland,Malignant neoplasms of pancreas,1998,13,,,,
Switzerland,"Symptoms, signs, ill-defined causes",1998,31.6,,,,
Switzerland,Cerebrovascular diseases,1998,73,,,,
Switzerland,Asthma,1998,3.2,,,,
Switzerland,Dementia,1998,22.9,,,,
Switzerland,Chronic liver diseases and cirrhosis,1998,10.1,,,,
Switzerland,Malignant neoplasms of liver,1998,7,,,,
Switzerland,Leukemia,1998,7.3,,,,
Switzerland,Chronic obstructive pulmonary diseases,1998,26.7,,,,
Switzerland,Neoplasms,1998,235.1,,,,
Switzerland,Ischaemic heart diseases,1998,169.6,,,,
Switzerland,Peptic ulcer,1998,2.8,,,,
Switzerland,Diseases of the blood and blood-forming organs,1998,2.5,,,,
Switzerland,Diseases of the nervous system,1998,33.5,,,,
Switzerland,Diseases of the genitourinary system,1998,9.7,,,,
Switzerland,Accidental poisoning,1998,0.3,,,,
Switzerland,Malignant melanoma of skin,1998,3.6,,,,
Switzerland,Diseases of the respiratory system,1998,68.5,,,,
Switzerland,Accidental falls,1998,14.7,,,,
Switzerland,Influenza,1998,5.4,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",1998,4,,,,
Switzerland,Mental and behavioural disorders,1998,35.1,,,,
Switzerland,Malignant neoplasms of stomach,1998,9.7,,,,
Switzerland,Malignant neoplasms,1998,228.1,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",1998,40.8,,,,
Switzerland,HIV-AIDS,1998,2.3,,,,
Switzerland,Pneumonia,1998,24.2,,,,
Switzerland,Diabetes mellitus,1998,25.6,,,,
Switzerland,Malignant neoplasms of bladder,1998,7,,,,
Switzerland,Diseases of the circulatory system,1998,382.8,,,,
Switzerland,Diseases of the digestive system,1998,33.8,,,,
Switzerland,Alzheimer's disease,1998,13.4,,,,
Switzerland,Accidents,1998,30.2,,,,
Switzerland,Acute myocardial infarction,1998,56.3,,,,
Switzerland,External causes of mortality,1998,51.6,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",1998,25.1,,,,
Switzerland,Parkinson's disease,1998,8.7,,,,
Switzerland,Certain infectious and parasitic diseases,1998,10,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,1998,7.1,,,,
Switzerland,Tuberculosis,1998,0.9,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",1998,29.1,,,,
Switzerland,Transport Accidents,1998,8.7,,,,
Switzerland,Assault,1998,0.8,,,,
Switzerland,Intentional self-harm,1998,19.6,,,,
Switzerland,Certain conditions originating in the perinatal period,1998,2.3,,,,
Switzerland,Hodgkin’s disease,1998,0.3,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,1998,1.3,,,,
Switzerland,Total,1999,924.3,,,,
Switzerland,Malignant neoplasms of pancreas,1999,13.1,,,,
Switzerland,"Symptoms, signs, ill-defined causes",1999,29.7,,,,
Switzerland,Cerebrovascular diseases,1999,71.4,,,,
Switzerland,Asthma,1999,3,,,,
Switzerland,Dementia,1999,22.9,,,,
Switzerland,Chronic liver diseases and cirrhosis,1999,10.1,,,,
Switzerland,Malignant neoplasms of liver,1999,6.9,,,,
Switzerland,Leukemia,1999,7,,,,
Switzerland,Chronic obstructive pulmonary diseases,1999,28.3,,,,
Switzerland,Neoplasms,1999,231.2,,,,
Switzerland,Ischaemic heart diseases,1999,161.9,,,,
Switzerland,Diseases of the blood and blood-forming organs,1999,2.1,,,,
Switzerland,Diseases of the nervous system,1999,34.3,,,,
Switzerland,Diseases of the genitourinary system,1999,9.2,,,,
Switzerland,Accidental poisoning,1999,0.2,,,,
Switzerland,Malignant melanoma of skin,1999,3.4,,,,
Switzerland,Diseases of the respiratory system,1999,70,,,,
Switzerland,Accidental falls,1999,14.5,,,,
Switzerland,Influenza,1999,4.2,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",1999,3.8,,,,
Switzerland,Mental and behavioural disorders,1999,34.2,,,,
Switzerland,Malignant neoplasms of stomach,1999,9.3,,,,
Switzerland,Malignant neoplasms,1999,224.2,,,,
Switzerland,HIV-AIDS,1999,1.9,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",1999,39.4,,,,
Switzerland,Pneumonia,1999,25.3,,,,
Switzerland,Diabetes mellitus,1999,24,,,,
Switzerland,Malignant neoplasms of bladder,1999,6.7,,,,
Switzerland,Diseases of the circulatory system,1999,377.1,,,,
Switzerland,Diseases of the digestive system,1999,34.6,,,,
Switzerland,Alzheimer's disease,1999,14.5,,,,
Switzerland,Accidents,1999,29.4,,,,
Switzerland,Peptic ulcer,1999,2.9,,,,
Switzerland,Acute myocardial infarction,1999,51,,,,
Switzerland,External causes of mortality,1999,49.7,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",1999,24,,,,
Switzerland,Parkinson's disease,1999,8,,,,
Switzerland,Certain infectious and parasitic diseases,1999,9.9,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,1999,6.9,,,,
Switzerland,Tuberculosis,1999,0.7,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",1999,27.8,,,,
Switzerland,Transport Accidents,1999,8.2,,,,
Switzerland,Assault,1999,1,,,,
Switzerland,Intentional self-harm,1999,18.3,,,,
Switzerland,Certain conditions originating in the perinatal period,1999,2.2,,,,
Switzerland,Hodgkin’s disease,1999,0.5,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,1999,1.4,,,,
Switzerland,Total,2000,911.7,,,,
Switzerland,Malignant neoplasms of pancreas,2000,12.7,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2000,29.1,,,,
Switzerland,Cerebrovascular diseases,2000,66.8,,,,
Switzerland,Asthma,2000,2.7,,,,
Switzerland,Dementia,2000,22.2,,,,
Switzerland,Chronic liver diseases and cirrhosis,2000,9,,,,
Switzerland,Malignant neoplasms of liver,2000,7.4,,,,
Switzerland,Leukemia,2000,7,,,,
Switzerland,Chronic obstructive pulmonary diseases,2000,24.6,,,,
Switzerland,Neoplasms,2000,234.5,,,,
Switzerland,Ischaemic heart diseases,2000,156.5,,,,
Switzerland,Diseases of the blood and blood-forming organs,2000,2.1,,,,
Switzerland,Diseases of the nervous system,2000,33.5,,,,
Switzerland,Diseases of the genitourinary system,2000,9.3,,,,
Switzerland,Accidental poisoning,2000,0.4,,,,
Switzerland,Malignant melanoma of skin,2000,3.5,,,,
Switzerland,Diseases of the respiratory system,2000,67.5,,,,
Switzerland,Accidental falls,2000,15.9,,,,
Switzerland,Influenza,2000,4.2,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2000,3.9,,,,
Switzerland,Mental and behavioural disorders,2000,33.3,,,,
Switzerland,Malignant neoplasms of stomach,2000,8.4,,,,
Switzerland,Malignant neoplasms,2000,227.7,,,,
Switzerland,HIV-AIDS,2000,1.7,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2000,41.7,,,,
Switzerland,Pneumonia,2000,26.9,,,,
Switzerland,Diabetes mellitus,2000,22.8,,,,
Switzerland,Malignant neoplasms of bladder,2000,6.4,,,,
Switzerland,Diseases of the circulatory system,2000,363.5,,,,
Switzerland,Diseases of the digestive system,2000,34.9,,,,
Switzerland,Alzheimer's disease,2000,15.1,,,,
Switzerland,Accidents,2000,31.8,,,,
Switzerland,Peptic ulcer,2000,3.6,,,,
Switzerland,Acute myocardial infarction,2000,49,,,,
Switzerland,External causes of mortality,2000,53.1,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2000,25.3,,,,
Switzerland,Parkinson's disease,2000,7.3,,,,
Switzerland,Certain infectious and parasitic diseases,2000,10.1,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2000,6.6,,,,
Switzerland,Tuberculosis,2000,0.7,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2000,26.3,,,,
Switzerland,Transport Accidents,2000,8.9,,,,
Switzerland,Assault,2000,0.8,,,,
Switzerland,Intentional self-harm,2000,19.2,,,,
Switzerland,Certain conditions originating in the perinatal period,2000,2.5,,,,
Switzerland,Hodgkin’s disease,2000,0.6,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2000,1.2,,,,
Switzerland,Total,2001,879.8,,,,
Switzerland,Malignant neoplasms of pancreas,2001,12.5,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2001,29.7,,,,
Switzerland,Cerebrovascular diseases,2001,63.1,,,,
Switzerland,Asthma,2001,2.1,,,,
Switzerland,Dementia,2001,24.6,,,,
Switzerland,Chronic liver diseases and cirrhosis,2001,9.4,,,,
Switzerland,Malignant neoplasms of liver,2001,7.4,,,,
Switzerland,Leukemia,2001,7.5,,,,
Switzerland,Chronic obstructive pulmonary diseases,2001,22.5,,,,
Switzerland,Neoplasms,2001,229.5,,,,
Switzerland,Ischaemic heart diseases,2001,146.5,,,,
Switzerland,Diseases of the blood and blood-forming organs,2001,2.4,,,,
Switzerland,Diseases of the nervous system,2001,36.3,,,,
Switzerland,Diseases of the genitourinary system,2001,8.9,,,,
Switzerland,Accidental poisoning,2001,0.6,,,,
Switzerland,Malignant melanoma of skin,2001,3.4,,,,
Switzerland,Diseases of the respiratory system,2001,53.7,,,,
Switzerland,Accidental falls,2001,15.3,,,,
Switzerland,Influenza,2001,0.5,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2001,3.6,,,,
Switzerland,Mental and behavioural disorders,2001,35.8,,,,
Switzerland,Malignant neoplasms of stomach,2001,8.7,,,,
Switzerland,Malignant neoplasms,2001,222.5,,,,
Switzerland,HIV-AIDS,2001,1.6,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2001,40.3,,,,
Switzerland,Pneumonia,2001,19.8,,,,
Switzerland,Diabetes mellitus,2001,23,,,,
Switzerland,Malignant neoplasms of bladder,2001,6.4,,,,
Switzerland,Diseases of the circulatory system,2001,346.8,,,,
Switzerland,Diseases of the digestive system,2001,34.4,,,,
Switzerland,Alzheimer's disease,2001,16.7,,,,
Switzerland,Accidents,2001,30.6,,,,
Switzerland,Peptic ulcer,2001,2.8,,,,
Switzerland,Acute myocardial infarction,2001,44,,,,
Switzerland,External causes of mortality,2001,51.7,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2001,24.4,,,,
Switzerland,Parkinson's disease,2001,8,,,,
Switzerland,Certain infectious and parasitic diseases,2001,9.1,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2001,7.1,,,,
Switzerland,Tuberculosis,2001,0.5,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2001,26.7,,,,
Switzerland,Transport Accidents,2001,7.7,,,,
Switzerland,Assault,2001,1.1,,,,
Switzerland,Intentional self-harm,2001,18.6,,,,
Switzerland,Certain conditions originating in the perinatal period,2001,2.7,,,,
Switzerland,Hodgkin’s disease,2001,0.4,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2001,1.4,,,,
Switzerland,Total,2002,858.1,,,,
Switzerland,Malignant neoplasms of pancreas,2002,13.7,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2002,34.9,,,,
Switzerland,Cerebrovascular diseases,2002,60,,,,
Switzerland,Asthma,2002,2.2,,,,
Switzerland,Dementia,2002,27.1,,,,
Switzerland,Chronic liver diseases and cirrhosis,2002,10,,,,
Switzerland,Malignant neoplasms of liver,2002,7.5,,,,
Switzerland,Leukemia,2002,6.6,,,,
Switzerland,Chronic obstructive pulmonary diseases,2002,22.1,,,,
Switzerland,Neoplasms,2002,220.2,,,,
Switzerland,Ischaemic heart diseases,2002,139.4,,,,
Switzerland,Diseases of the blood and blood-forming organs,2002,2.1,,,,
Switzerland,Diseases of the nervous system,2002,36.8,,,,
Switzerland,Diseases of the genitourinary system,2002,8.5,,,,
Switzerland,Accidental poisoning,2002,0.3,,,,
Switzerland,Malignant melanoma of skin,2002,3.1,,,,
Switzerland,Diseases of the respiratory system,2002,56.2,,,,
Switzerland,Accidental falls,2002,15,,,,
Switzerland,Influenza,2002,1.1,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2002,3.5,,,,
Switzerland,Mental and behavioural disorders,2002,37.9,,,,
Switzerland,Malignant neoplasms of stomach,2002,7.8,,,,
Switzerland,Malignant neoplasms,2002,213.3,,,,
Switzerland,HIV-AIDS,2002,1.3,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2002,38.3,,,,
Switzerland,Pneumonia,2002,22.2,,,,
Switzerland,Diabetes mellitus,2002,22.4,,,,
Switzerland,Malignant neoplasms of bladder,2002,5.9,,,,
Switzerland,Diseases of the circulatory system,2002,328.9,,,,
Switzerland,Diseases of the digestive system,2002,32.8,,,,
Switzerland,Alzheimer's disease,2002,17.6,,,,
Switzerland,Accidents,2002,27.9,,,,
Switzerland,Peptic ulcer,2002,2.5,,,,
Switzerland,Acute myocardial infarction,2002,41.6,,,,
Switzerland,External causes of mortality,2002,50.1,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2002,22.3,,,,
Switzerland,Parkinson's disease,2002,8.2,,,,
Switzerland,Certain infectious and parasitic diseases,2002,8.6,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2002,7.6,,,,
Switzerland,Tuberculosis,2002,0.4,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2002,26.1,,,,
Switzerland,Transport Accidents,2002,6.9,,,,
Switzerland,Assault,2002,1,,,,
Switzerland,Hodgkin’s disease,2002,0.5,,,,
Switzerland,Certain conditions originating in the perinatal period,2002,2.7,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2002,1.2,,,,
Switzerland,Intentional self-harm,2002,19.7,,,,
Switzerland,Total,2003,871.8,,,,
Switzerland,Malignant neoplasms of pancreas,2003,12.7,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2003,38.5,,,,
Switzerland,Cerebrovascular diseases,2003,63,,,,
Switzerland,Asthma,2003,1.7,,,,
Switzerland,Dementia,2003,27.8,,,,
Switzerland,Chronic liver diseases and cirrhosis,2003,9.4,,,,
Switzerland,Malignant neoplasms of liver,2003,7.4,,,,
Switzerland,Leukemia,2003,7.1,,,,
Switzerland,Chronic obstructive pulmonary diseases,2003,24.6,,,,
Switzerland,Ischaemic heart diseases,2003,137.6,,,,
Switzerland,Neoplasms,2003,221.6,,,,
Switzerland,Diseases of the blood and blood-forming organs,2003,2.3,,,,
Switzerland,Diseases of the nervous system,2003,39.3,,,,
Switzerland,Diseases of the genitourinary system,2003,8.1,,,,
Switzerland,Accidental poisoning,2003,0.5,,,,
Switzerland,Malignant melanoma of skin,2003,3.3,,,,
Switzerland,Diseases of the respiratory system,2003,57.2,,,,
Switzerland,Accidental falls,2003,16.5,,,,
Switzerland,Influenza,2003,0.9,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2003,3.9,,,,
Switzerland,Mental and behavioural disorders,2003,38.6,,,,
Switzerland,Malignant neoplasms of stomach,2003,7.5,,,,
Switzerland,Malignant neoplasms,2003,215,,,,
Switzerland,HIV-AIDS,2003,1.2,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2003,39.4,,,,
Switzerland,Pneumonia,2003,21.5,,,,
Switzerland,Diabetes mellitus,2003,25.3,,,,
Switzerland,Malignant neoplasms of bladder,2003,6.4,,,,
Switzerland,Diseases of the circulatory system,2003,329.4,,,,
Switzerland,Diseases of the digestive system,2003,34.2,,,,
Switzerland,Alzheimer's disease,2003,18.7,,,,
Switzerland,Accidents,2003,30.1,,,,
Switzerland,Peptic ulcer,2003,2.4,,,,
Switzerland,Acute myocardial infarction,2003,40.4,,,,
Switzerland,External causes of mortality,2003,49.4,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2003,22.8,,,,
Switzerland,Parkinson's disease,2003,8.6,,,,
Switzerland,Certain infectious and parasitic diseases,2003,9.2,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2003,7.4,,,,
Switzerland,Tuberculosis,2003,0.4,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2003,29.5,,,,
Switzerland,Transport Accidents,2003,7.8,,,,
Switzerland,Assault,2003,0.7,,,,
Switzerland,Hodgkin’s disease,2003,0.3,,,,
Switzerland,Certain conditions originating in the perinatal period,2003,2.2,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2003,0.9,,,,
Switzerland,Intentional self-harm,2003,17.2,,,,
Switzerland,Total,2004,819.4,,,,
Switzerland,Malignant neoplasms of pancreas,2004,12.3,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2004,36.3,,,,
Switzerland,Cerebrovascular diseases,2004,55.3,,,,
Switzerland,Asthma,2004,1.6,,,,
Switzerland,Dementia,2004,27.5,,,,
Switzerland,Chronic liver diseases and cirrhosis,2004,8.4,,,,
Switzerland,Malignant neoplasms of liver,2004,7.6,,,,
Switzerland,Leukemia,2004,7,,,,
Switzerland,Chronic obstructive pulmonary diseases,2004,21.8,,,,
Switzerland,Ischaemic heart diseases,2004,124.9,,,,
Switzerland,Neoplasms,2004,218.2,,,,
Switzerland,Diseases of the blood and blood-forming organs,2004,2.2,,,,
Switzerland,Diseases of the nervous system,2004,35.8,,,,
Switzerland,Diseases of the genitourinary system,2004,7.3,,,,
Switzerland,Accidental poisoning,2004,0.3,,,,
Switzerland,Malignant melanoma of skin,2004,3.9,,,,
Switzerland,Diseases of the respiratory system,2004,52.2,,,,
Switzerland,Accidental falls,2004,15.5,,,,
Switzerland,Influenza,2004,0.9,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2004,3.2,,,,
Switzerland,Mental and behavioural disorders,2004,37.2,,,,
Switzerland,Malignant neoplasms of stomach,2004,7.2,,,,
Switzerland,Malignant neoplasms,2004,211.4,,,,
Switzerland,HIV-AIDS,2004,1,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2004,38.7,,,,
Switzerland,Pneumonia,2004,19.3,,,,
Switzerland,Diabetes mellitus,2004,21.2,,,,
Switzerland,Malignant neoplasms of bladder,2004,6.6,,,,
Switzerland,Diseases of the circulatory system,2004,304.8,,,,
Switzerland,Diseases of the digestive system,2004,30.6,,,,
Switzerland,Alzheimer's disease,2004,16.9,,,,
Switzerland,Accidents,2004,28.5,,,,
Switzerland,Peptic ulcer,2004,2,,,,
Switzerland,Acute myocardial infarction,2004,37.1,,,,
Switzerland,External causes of mortality,2004,47.9,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2004,22,,,,
Switzerland,Parkinson's disease,2004,7.3,,,,
Switzerland,Certain infectious and parasitic diseases,2004,8,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2004,7.2,,,,
Switzerland,Tuberculosis,2004,0.4,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2004,24.8,,,,
Switzerland,Transport Accidents,2004,7.1,,,,
Switzerland,Assault,2004,0.9,,,,
Switzerland,Hodgkin’s disease,2004,0.4,,,,
Switzerland,Certain conditions originating in the perinatal period,2004,2.6,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2004,1,,,,
Switzerland,Intentional self-harm,2004,17.2,,,,
Switzerland,Total,2005,814.8,,,,
Switzerland,Malignant neoplasms of pancreas,2005,12.8,,,,
Switzerland,"Symptoms, signs, ill-defined causes",2005,31.9,,,,
Switzerland,Cerebrovascular diseases,2005,54.5,,,,
Switzerland,Asthma,2005,1.6,,,,
Switzerland,Dementia,2005,30.9,,,,
Switzerland,Chronic liver diseases and cirrhosis,2005,8.4,,,,
Switzerland,Malignant neoplasms of liver,2005,7.2,,,,
Switzerland,Leukemia,2005,7.3,,,,
Switzerland,Chronic obstructive pulmonary diseases,2005,23.6,,,,
Switzerland,Neoplasms,2005,213.4,,,,
Switzerland,Ischaemic heart diseases,2005,124.4,,,,
Switzerland,Diseases of the blood and blood-forming organs,2005,2.3,,,,
Switzerland,Diseases of the nervous system,2005,36.8,,,,
Switzerland,Diseases of the genitourinary system,2005,6.5,,,,
Switzerland,Accidental poisoning,2005,0.4,,,,
Switzerland,Malignant melanoma of skin,2005,3.7,,,,
Switzerland,Diseases of the respiratory system,2005,56.8,,,,
Switzerland,Accidental falls,2005,14.6,,,,
Switzerland,Influenza,2005,1.7,,,,
Switzerland,"Congenital malformations, deformations and chromosomal abnormalities",2005,3.7,,,,
Switzerland,Mental and behavioural disorders,2005,41.6,,,,
Switzerland,Malignant neoplasms of stomach,2005,7.2,,,,
Switzerland,Malignant neoplasms,2005,207.3,,,,
Switzerland,HIV-AIDS,2005,0.9,,,,
Switzerland,"Malignant neoplasms of trachea, bronchus, lung",2005,39.5,,,,
Switzerland,Malignant neoplasms of bladder,2005,5.7,,,,
Switzerland,Pneumonia,2005,20.9,,,,
Switzerland,Diabetes mellitus,2005,19,,,,
Switzerland,Diseases of the circulatory system,2005,303.4,,,,
Switzerland,Diseases of the digestive system,2005,32,,,,
Switzerland,Alzheimer's disease,2005,18,,,,
Switzerland,Accidents,2005,26.9,,,,
Switzerland,Peptic ulcer,2005,2.3,,,,
Switzerland,Acute myocardial infarction,2005,36,,,,
Switzerland,External causes of mortality,2005,46,,,,
Switzerland,"Malignant neoplasms of colon, rectum and anus",2005,21.9,,,,
Switzerland,Parkinson's disease,2005,7.1,,,,
Switzerland,Certain infectious and parasitic diseases,2005,7.6,,,,
Switzerland,Diseases of the musculoskeletal system and connective tissue,2005,6.4,,,,
Switzerland,Tuberculosis,2005,0.4,,,,
Switzerland,"Endocrine, nutritional and metabolic diseases",2005,22.7,,,,
Switzerland,Transport Accidents,2005,5.4,,,,
Switzerland,Assault,2005,0.9,,,,
Switzerland,Hodgkin’s disease,2005,0.4,,,,
Switzerland,Certain conditions originating in the perinatal period,2005,2.5,,,,
Switzerland,Diseases of the skin and subcutaneous tissue,2005,1.1,,,,
Switzerland,Intentional self-harm,2005,17.2,,,,
Switzerland,Total,2006,784.1,,,,
Switzerland,Malignant neoplasms of pancreas,2006,12.5,,,,
Switzerland,Cerebrovascular diseases,2006,51.9,,,,
Switzerland,Asthma,2006,1.3,,,,
Switzerland,Dementia,2006,29.4,,,,
Switzerland,Chronic liver diseases and cirrhosis,2006,8.8,,,,
Switzerland,Tuberculosis,2006,0.4,,,,
Switzerland,Malignant neoplasms of liver,2006,7.8,,,,
Switzerland,Leukemia,2006,6.4,,,,
Switzerland,Chronic obstructive pulmonary diseases,2006,21.4,,,,
Switzerland,Neoplasms,2006,212.9,,,,
Switzerland,Ischaemic heart diseases,2006,118.6,,,,
Switzerland,Peptic ulcer,2006,2.5,,,,
Switzerland,Diseases of the blood and blood-forming organs,2006,2.2,,,,
Switzerland,Diseases of the nervous system,2006,36.3,,,,
Switzerland,Diseases of the genitourinary system,2006,7.9,,,,
Switzerland,Accidental poisoning,2006,2.7,,,,
Switzerland,Malignant melanoma of skin,2006,3.7,,,,
Switzerland,Diseases of the respiratory system,2006,47.6,,,,
